33.05 ,98.70
33.04 ,97.71
33.04 ,98.22
33.05 ,98.30
33.05 ,98.24
33.00 ,98.37
32.99 ,97.96
33.00 ,98.59
33.04 ,97.98
33.05 ,98.07
33.00 ,97.81
33.04 ,97.98
32.99 ,98.17
33.12 ,98.39
32.99 ,98.23
33.01 ,98.06
33.04 ,98.32
33.12 ,98.28
32.99 ,98.19
33.11 ,98.48
33.00 ,98.08
33.05 ,98.02
33.10 ,97.98
32.99 ,97.79
33.05 ,98.01
33.05 ,98.24
32.99 ,97.78
32.93 ,98.41
32.99 ,97.88
33.01 ,98.29
33.10 ,98.55
33.05 ,98.59
33.06 ,98.66
33.05 ,98.65
33.05 ,98.01
33.17 ,98.53
33.04 ,98.28
33.02 ,99.12
33.00 ,98.36
32.99 ,98.29
33.00 ,98.32
33.10 ,98.23
33.05 ,97.78
32.94 ,97.97
32.99 ,98.16
32.98 ,98.27
33.05 ,98.24
33.05 ,98.40
33.06 ,98.50
32.97 ,99.19
33.04 ,98.45
33.00 ,97.92
32.99 ,98.24
33.04 ,98.38
33.05 ,98.03
33.11 ,98.08
33.05 ,98.20
33.06 ,98.10
33.00 ,97.97
33.10 ,97.98
33.04 ,98.83
33.06 ,98.89
33.11 ,98.37
33.05 ,98.18
33.07 ,98.48
33.07 ,98.37
33.06 ,98.09
33.03 ,98.08
32.99 ,98.12
32.94 ,98.44
33.06 ,98.22
33.00 ,98.31
33.00 ,98.26
32.99 ,97.72
33.04 ,98.16
33.09 ,98.55
33.05 ,98.18
33.16 ,98.47
33.05 ,98.24
33.03 ,98.25
33.05 ,98.02
32.95 ,98.24
32.95 ,98.41
33.06 ,98.61
33.05 ,98.24
33.07 ,98.40
33.07 ,98.25
33.17 ,98.03
32.98 ,98.05
33.04 ,98.33
32.96 ,98.02
33.00 ,97.81
32.99 ,98.00
33.07 ,98.35
33.05 ,98.98
33.04 ,98.40
33.01 ,98.76
33.07 ,98.40
33.03 ,98.08
32.96 ,98.30
